Apps	7829	{1AC14E77-02E7-4E5D-B744-2EB1AE5198B7}\\WindowsPowerShell\\v1.0\\PowerShell_ISE.exe	name=*|Windows PowerShell ISE	gscore=7829	lscore=7829
Apps	7730	{1AC14E77-02E7-4E5D-B744-2EB1AE5198B7}\\charmap.exe	name=*|Character Map	gscore=7730	lscore=7730
Apps	9721	king.com.BubbleWitch3Saga_kgqvnymyfvs32!App	name=*|Bubble Witch 3 Saga	gscore=9721	lscore=9721
Apps	64000	InfoPath.Designer.3	name=*|Microsoft InfoPath Designer 2010	gscore=64000	lscore=64000
Apps	3708	Microsoft.WindowsCalculator_8wekyb3d8bbwe!App	name=*|Calculator	gscore=2416	lscore=5000
Apps	6321	Microsoft.ZuneMusic_8wekyb3d8bbwe!Microsoft.ZuneMusic	name=*|Groove Music	gscore=6642	lscore=6000
Apps	64000	{7C5A40EF-A0FB-4BFC-874A-C0F2E0B9FA8E}\\Microsoft Office\\Office14\\MSTORE.EXE	name=*|Microsoft Clip Organizer	gscore=64000	lscore=64000
Apps	11634	{7C5A40EF-A0FB-4BFC-874A-C0F2E0B9FA8E}\\Microsoft Office\\Office14\\OIS.EXE	name=*|Microsoft Office Picture Manager	gscore=11634	lscore=11634
Apps	64000	{6D809377-6AF0-444B-8957-A3773F02200E}\\Oracle\\VirtualBox\\License_en_US.rtf	name=*|License (English)	gscore=64000	lscore=64000
Apps	9783	{D65231B0-B2F1-4857-A4CE-A8E7C6EA7D27}\\WindowsPowerShell\\v1.0\\powershell.exe	name=*|Windows PowerShell (x86)	gscore=9783	lscore=9783
Apps	8294	Microsoft.WindowsMaps_8wekyb3d8bbwe!App	name=*|Maps	gscore=8294	lscore=8294
Apps	9615	Microsoft.Messaging_8wekyb3d8bbwe!x27e26f40ye031y48a6yb130yd1f20388991ax	name=*|Messaging	gscore=9615	lscore=9615
Apps	3606	{1AC14E77-02E7-4E5D-B744-2EB1AE5198B7}\\cmd.exe	name=*|Command Prompt	gscore=3213	lscore=4000
Apps	64000	Microsoft.AutoGenerated.{30476B76-47D2-CEB5-552F-D79EA7B6A3CC}	name=*|Check For Updates	gscore=64000	lscore=64000
Apps	2681	Chrome	name=*|Google Chrome	gscore=3362	lscore=2000
Apps	64000	Microsoft.AutoGenerated.{30BD9A02-CB9A-93FD-A859-09C8803F2346}	name=*|VLC media player skinned	gscore=64000	lscore=64000
Apps	64000	http://youtubedownload.altervista.org/	name=*|Web site	gscore=64000	lscore=64000
Apps	6024	{1AC14E77-02E7-4E5D-B744-2EB1AE5198B7}\\WindowsPowerShell\\v1.0\\powershell.exe	name=*|Windows PowerShell	gscore=6024	lscore=6024
Apps	8827	Microsoft.People_8wekyb3d8bbwe!x4c7a3b7dy2188y46d4ya362y19ac5a5805e5x	name=*|People	gscore=8827	lscore=8827
Apps	64000	{6D809377-6AF0-444B-8957-A3773F02200E}\\BOINC\\charityengine.exe	name=*|Charity Engine	gscore=64000	lscore=64000
